X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,date
matchuplink,709710,8:00p,TorontoChicagoOptions,WGN307,-3 -110207 -110,58.9%41.1%,-1½ -108207½ -110,-1½ -110207 -110,-1 -115206½ -111,-1½ -110207 -110,-1½ -105207½ -105,-1 -115206½ -111,-1½ -110207 -115,-1 -115206½ -111,-1½ -110207 -110,-1½ -110207 -110,2017-01-07
matchuplink,711712,8:30p,AtlantaDallasOptions,FS-SW676,-2 -110201 -110,54.6%45.4%,-1 -105197 -108,-1 -110197 -110,-1 -110197½ -110,-1 -110196½ -115,-1 -105197 -105,-1 -110197½ -110,-2 -115197 -115,-1 -110197½ -110,-1 -110197 -110,-1 -110196½ -115,2017-01-07
matchuplink,713714,8:30p,CharlotteSan AntonioOptions,FS-SW676,206 -110-11 -110,48.4%51.6%,208½ -110-10½ -105,209 -110-10½ -110,208½ -110-11 -105,208½ -110-11 +100,208½ -105-11 -105,209 -110-10½ -110,209 -110-11 -105,208½ -110-11 -105,208½ -110-11 -105,208½ -110-11 +100,2017-01-07
matchuplink,561562,10:00p,DetroitPortlandOptions,CSN-NW,210 -110-3½ -110,42.0%58.0%,214 -108-3½ -106,214½ -110-3½ -110,215 -110-3½ -110,214½ -110-3½ -110,214½ -105-3½ -105,215 -110-3½ -110,215 -110-4 -105,215 -110-3½ -110,214½ -110-3½ -110,214½ -110-3½ -110,2017-01-07
matchuplink,501502,7:00p,MinnesotaWashingtonOptions,642CSN-DC,210 -110-6 -110,42.9%57.1%,211½ -108-4½ -102,211 -110-4½ -110,211½ -110-5 -105,211½ -110-4½ -110,211½ -105-4½ -105,211½ -110-5 -110,212 -110-5 -110,211½ -110-5 -105,211½ -110-4½ -115,211½ -110-4½ -110,2017-01-06
matchuplink,503504,7:00p,HoustonOrlandoOptions,654FS-FL,-6 -110222 -110,55.8%44.2%,-5 +102224 -108,-5 -110224 -110,-5 -110224 -110,-5 -110224 -110,-5 -105224 -105,-5 -110224 -110,-5½ -110225 -110,-5 -110224 -110,-5 -110224 -110,-5 -110224 -110,2017-01-06
matchuplink,505506,7:30p,ClevelandBrooklynOptions,YES631,-12½ -110222 -110,58.2%41.8%,-13 -105221 -105,-13 -110221 -110,-13½ -110221 -110,-13 -112221 -110,-13 -105221 -105,-13½ -110221 -110,-13½ -105222 -115,-13½ -110221 -110,-13 -110221 -110,-13 -112221 -110,2017-01-06
matchuplink,507508,7:30p,PhiladelphiaBostonOptions,630CSN-NE,210 -110-12½ -110,51.9%48.1%,212 -108-11 +100,212½ -105-11 -102,212½ -110-11 -110,212½ -110-11 -105,212 -105-11 -105,212½ -110-11 -110,213 -115-11½ -105,212½ -110-11 -110,212½ -110-11 -110,212½ -110-11 -105,2017-01-06
matchuplink,509510,8:00p,New YorkMilwaukeeOptions,ESPN206,213½ -110-6 -110,53.8%46.2%,213½ -106-5 -109,213½ -110-5 -110,213½ -110-5½ -105,213½ -110-5 -110,213½ -105-5 -105,213½ -110-5½ -110,214 -110-5 -110,213½ -110-5½ -105,213½ -110-5 -110,213½ -110-5 -110,2017-01-06
matchuplink,511512,10:30p,MiamiL.A. LakersOptions,691TWC-SN,210 -110-3 -115,38.6%61.4%,213½ -107-2½ -113,213½ -110-2½ -110,213½ -110-2½ -105,213½ -110-2½ -115,213½ -105-2½ -105,213½ -110-2½ -115,214 -115-3 -105,213½ -110-2½ -105,213½ -110-2½ -110,213½ -110-2½ -115,2017-01-06
matchuplink,513514,10:30p,MemphisGolden StateOptions,ESPN206,214 -110-14½ -110,40.4%59.6%,216 -107-13½ -115,216 -110-14 -110,216 -110-13½ -115,216 -110-13½ -115,216 -105-14 -105,216 -110-13½ -115,217 -115-14 -115,216 -110-13½ -115,215½ -110-13½ -110,216 -110-13½ -115,2017-01-06
matchuplink,515516,10:30p,L.A. ClippersSacramentoOptions,698CSN-CA,206 -110-1½ -110,57.1%42.9%,-2½ -106212½ -110,-2½ -110212½ -110,-2½ -115212½ -110,-2 -115212½ -110,-2½ -105213 -105,-2½ -115212½ -110,-3 -105213 -110,-2½ -115212½ -110,-2½ -110212 -110,-2 -115212½ -110,2017-01-06
matchuplink,701702,7:00p,BrooklynIndianaOptions,FS-IN671-4,218½ -110-10½ -110,46.2%53.8%,219½ -105-10½ -113,219 -110-10½ -110,219 -110-10½ -110,219 -110-10½ -115,219 -105-10½ -105,219 -110-10½ -110,219 -110-11 -110,219 -110-10½ -110,218½ -110-10½ -110,219 -110-10½ -115,2017-01-05
matchuplink,703704,7:30p,UtahTorontoOptions,ROOT SPORTS687,205 -110-6 -110,44.5%55.5%,197 -110-4½ -107,197 -110-4½ -110,197 -110-4½ -110,197 -111-4½ -115,197 -105-5 -105,197 -110-4½ -110,198 -110-5 -110,197 -110-4½ -110,197 -110-4½ -110,197 -111-4½ -115,2017-01-05
matchuplink,705706,7:30p,CharlotteDetroitOptions,663FS-DET,201 -110-3 -110,54.0%46.0%,208 -113-5½ -102,208 -110-5 -110,208 -110-5 -110,208 -113-5 -113,208 -105-5 -105,208 -110-5½ -110,208 -110-5 -105,208 -110-5½ -110,208 -110-5 -110,208 -113-5 -113,2017-01-05
matchuplink,707708,8:00p,Oklahoma CityHoustonOptions,TNT245,222½ -110-7½ -110,54.9%45.1%,227½ -113-7½ -110,227½ -110-8 -110,227½ -110-8 -110,227½ -115-8 -110,228 -105-8 -105,227½ -110-8 -110,228 -110-8 -110,227½ -110-8 -110,227½ -110-8 -110,227½ -115-8 -110,2017-01-05
matchuplink,709710,8:00p,AtlantaNew OrleansOptions,FS-NO676-4,210 -110-2½ -110,51.1%48.9%,208½ -109-2 -102,208½ -107-2 -105,209 -110-2 -105,208½ -110-2 -110,208 -105-2 -105,209 -110-2 -105,208 -115-1½ -115,209 -110-2 -105,208½ -110-2 -110,208½ -110-2 -110,2017-01-05
matchuplink,711712,8:30p,PhoenixDallasOptions,FS-SW676,206½ -110-4½ -110,44.6%55.4%,206 -108-5½ -107,206 -107-5½ -105,206 -110-5½ -105,206 -115-5½ -110,206 -105-5½ -105,206 -110-5½ -105,206 -115-6 -110,206 -110-5½ -105,206 -110-5½ -110,206 -115-5½ -110,2017-01-05
matchuplink,713714,10:30p,L.A. LakersPortlandOptions,TNT245,214 -110-3½ -110,46.8%53.2%,222 -105-6½ -105,222 -110-6½ -110,222 -110-6½ -105,222 -110-6½ -110,221½ -105-6½ -105,222 -110-6½ -110,222 -115-7 -110,222 -110-6½ -105,222 -110-6½ -110,222 -110-6½ -110,2017-01-05
matchuplink,715716,9:00p,San AntonioDenverOptions,TNTALT,-6 -110213 -110,62.0%38.0%,-7 +100213 -108,-7 -110213½ -110,-7 -105213 -110,-7 -105213½ -110,-7 -105213½ -105,-7 -105213 -110,-7½ -110213 -115,-7 -105213 -110,-7 -115213½ -110,-7 -105213½ -110,2017-01-05
matchuplink,501502,7:00p,AtlantaOrlandoOptions,654FS-FL,-3 -110205 -110,57.0%43.0%,-2 -110207½ -107,-2 -110207½ -110,-2 -110207 -110,-2 -110207 -110,-2 -105207 -105,-2 -110207 -110,-2½ -105208 -115,-2 -110207 -110,-2 -110207 -110,-2 -110207 -110,2017-01-04
matchuplink,503504,7:00p,Oklahoma CityCharlotteOptions,649-1FS-SE,209½ -110-3 -110,51.9%48.1%,209 -109-2 -109,208½ -110-2 -110,209 -110-2 -110,208½ -115-2 -113,209 -105-2 -105,209 -110-2 -110,209 -110-2 -105,209 -110-2 -110,208½ -110-2 -110,208½ -115-2 -113,2017-01-04
matchuplink,505506,7:30p,MilwaukeeNew YorkOptions,MSG634,PK -110213 -110,57.1%42.9%,-3½ -104212½ -107,-3½ -110213 -110,-3 -115213 -110,-3½ -115212½ -115,-3½ -105213 -105,-3 -110213 -110,-3½ -115213 -110,-3 -115213 -110,-3½ -110213 -110,-3½ -115212½ -115,2017-01-04
matchuplink,507508,8:00p,ChicagoClevelandOptions,ESPN206,208½ -110-8 -110,47.8%52.2%,204 -113-4 -115,204 -110-3½ -110,204 -110-4 -110,204 -115-4 -115,203½ -105-4½ -105,203½ -110-4½ -110,204 -110-4 -110,204 -111-4½ -110,204 -110-4 -110,204 -115-4 -115,2017-01-04
matchuplink,509510,10:30p,MemphisL.A. ClippersOptions,PRIME693,198½ -110-1 -110,57.6%42.4%,-1½ -102197 -112,-1½ -110196½ -110,-1½ -110196½ -110,-1½ -110197 -115,-1½ -105197 -105,-1½ -110196½ -110,-2 -105197 -110,-1½ -110196½ -110,-1½ -110197 -110,-1½ -110197 -115,2017-01-04
matchuplink,511512,10:30p,PortlandGolden StateOptions,ESPN206,225 -110-16 -110,39.2%60.8%,223 -118-16 -111,223 -110-16 -110,223 -110-16 -115,223 -110-16 -120,223 -105-16½ -105,223 -110-16½ -115,224 -110-16½ -115,223 -110-16 -115,222½ -110-16 -110,223 -110-16 -120,2017-01-04
matchuplink,513514,10:30p,MiamiSacramentoOptions,698CSN-CA,209½ -110-7½ -110,51.8%48.2%,204 -107-7½ -113,204 -110-8 -110,204 -110-7½ -115,204 -110-8 -110,204 -105-8 -105,204 -110-7½ -115,204 -110-8 -105,204 -110-7½ -115,204 -110-7½ -115,204 -110-8 -110,2017-01-04
matchuplink,701702,7:00p,MinnesotaPhiladelphiaOptions,CSN-PH,-5 -110206 -110,61.6%38.4%,-4½ -110205½ -109,-5 -110205½ -110,-4½ -115206 -110,-4½ -113206 -110,-5 -105206 -105,-5 -110206 -110,-5½ -105206 -115,-4½ -115206 -110,-5 -110205½ -110,-4½ -113206 -110,2017-01-03
matchuplink,703704,7:30p,UtahBostonOptions,NBA TV216,201 -110-6 -110,47.6%52.4%,200 -113-5½ -105,199½ -105-5½ -101,199 -110-5½ -110,200 -115-5½ -110,199½ -105-5½ -105,199 -110-5½ -110,200 -115-5½ -115,199 -110-5½ -110,200 -110-5½ -110,200 -115-5½ -110,2017-01-03
matchuplink,705706,7:30p,IndianaDetroitOptions,663FS-DET,203 -110-4 -110,45.1%54.9%,205 -106-5 -106,205 -105-5 -102,205 -110-5 -105,205 -110-5 -110,205 -105-5 -105,205 -110-5 -115,205 -115-5 -110,205 -110-5 -105,205 -110-5 -110,205 -110-5 -110,2017-01-03
matchuplink,707708,8:30p,TorontoSan AntonioOptions,FS-SW676,212½ -110-7 -110,46.7%53.3%,206 -110-6 -102,206 -110-6 -110,206 -110-6 -105,206½ -110-5½ -110,206 -105-6 -105,206 -110-6 -105,207 -110-6 -110,206 -110-6 -105,206½ -110-6 -105,206½ -110-5½ -110,2017-01-03
matchuplink,709710,8:30p,WashingtonDallasOptions,FS-SW676,-1 -110202 -110,54.0%46.0%,201½ -110-1½ -105,202 -110-1½ -110,202 -110-1 -115,201½ -115-1 -115,202 -105-1½ -105,202 -110-1 -110,PK -110202 -115,202 -110-1 -115,201½ -110-1 -115,201½ -115-1 -115,2017-01-03
matchuplink,711712,9:00p,MiamiPhoenixOptions,686FS-AZ,209½ -110-2½ -110,44.7%55.3%,212½ -111-5 -113,212 -110-5 -110,212½ -110-5½ -110,212½ -110-5 -113,213 -105-5 -105,213 -110-5½ -110,213 -115-5 -110,212½ -110-5½ -110,212 -110-5 -110,212½ -110-5 -113,2017-01-03
matchuplink,713714,9:00p,SacramentoDenverOptions,ALT681,PK -110214 -110,44.8%55.2%,215 -110-3½ -110,214 -110-4 -110,214½ -110-4 -110,215 -115-3½ -115,215 -105-4 -105,214½ -110-4 -115,215 -115-4 -105,214½ -110-4 -110,214½ -110-4 -110,215 -115-3½ -115,2017-01-03
matchuplink,715716,10:30p,MemphisL.A. LakersOptions,NBA TV216,-3 -110203½ -110,57.5%42.5%,-5 -104207 -112,-5 -110207 -110,-5 -110207 -110,-5 -113207 -115,-5½ -105207 -105,-5 -110207½ -110,-5 -115208 -115,-5 -110207 -110,-5 -115207 -110,-5 -113207 -115,2017-01-03
matchuplink,501502,7:00p,New OrleansClevelandOptions,660FS-OH,216 -110-10 -110,42.4%57.6%,217½ -107-9 -109,218 -110-9 -110,217½ -110-9 -110,218 -110-9 -110,218 -105-9 -105,217½ -110-9 -110,218 -115-9½ -105,217½ -110-9 -110,218 -110-9 -110,218 -110-9 -110,2017-01-02
matchuplink,503504,7:00p,Oklahoma CityMilwaukeeOptions,FS-WI668-1,211½ -110-2½ -110,53.9%46.1%,213½ -107-1½ -113,213½ -110-2 -110,213½ -110-2 -115,214 -115-1½ -115,214 -105-1½ -105,213½ -110-1½ -110,214 -110-1½ -105,213½ -110-2 -115,213½ -110-2 -105,214 -115-1½ -115,2017-01-02
matchuplink,505506,7:30p,UtahBrooklynOptions,YES631,-6½ -110207½ -110,60.1%39.9%,-6½ -102206 -107,-6½ -110206½ -110,-6 -110206 -110,-6½ -110206 -115,-6½ -105206½ -105,-6 -110206 -110,-7 -105206 -110,-6 -110206 -110,-6½ -110206½ -110,-6½ -110206 -115,2017-01-02
matchuplink,507508,7:30p,OrlandoNew YorkOptions,MSG634,208½ -110-4 -110,45.6%54.4%,211 -110-4 -105,211 -110-4 -110,210½ -110-3½ -115,211 -110-4 -110,210½ -105-4 -105,210½ -110-3½ -115,210 -110-4 -115,210½ -110-3½ -115,210½ -110-4 -110,211 -110-4 -110,2017-01-02
matchuplink,509510,8:00p,WashingtonHoustonOptions,ROOT SPORTS674,229 -110-9 -110,46.3%53.7%,230½ -112-7½ -101,230½ -110-7½ -110,231 -110-7½ -110,230½ -115-7½ -105,231 -105-7½ -105,231 -110-7½ -110,231 -110-8 -110,231 -110-7½ -110,230½ -110-7½ -110,230½ -115-7½ -105,2017-01-02
matchuplink,511512,8:00p,CharlotteChicagoOptions,NBA TV216,203 -110-1½ -110,55.4%44.6%,-1½ -103199½ -106,-1½ -110199½ -110,-1½ -110199 -110,-1 -110199 -115,-1½ -105199½ -105,-1½ -110199 -110,-1½ -110199 -115,-1½ -110199 -110,-1½ -110199½ -110,-1 -110199 -115,2017-01-02
matchuplink,513514,10:30p,DenverGolden StateOptions,CSN-BA696,227 -110-15½ -110,41.1%58.9%,232 -105-15½ +102,231½ -110-15½ -110,232½ -110-15½ -105,232 -110-15½ -110,232 -105-15½ -105,233 -110-15½ -110,232 -115-16 -110,233 -110-15½ -110,232 -110-15½ -110,232 -110-15½ -110,2017-01-02
matchuplink,515516,10:30p,PhoenixL.A. ClippersOptions,PRIME693,209 -110-5½ -110,46.0%54.0%,213½ -113-4½ -104,213½ -110-4½ -110,214 -110-4½ -105,213½ -115-4½ -110,214 -105-4½ -105,214 -110-4½ -110,214 -110-5 -105,214 -110-4½ -110,213½ -110-4½ -105,213½ -115-4½ -110,2017-01-02
matchuplink,701702,6:00p,OrlandoIndianaOptions,FS-IN671-4,207 -110-6 -110,51.1%48.9%,209½ -105-6 -106,209½ -110-6 -110,209½ -110-6 -108,209½ -110-6 -110,209½ -105-6 -105,209½ -110-6 -105,210 -110-6 -110,209½ -110-6 -108,209½ -110-6 -110,209½ -110-6 -110,2017-01-01
matchuplink,703704,6:00p,DetroitMiamiOptions,SUN653,-3½ -110196 -110,55.6%44.4%,-6½ -107199 -113,-6½ -110198½ -110,-6½ -110198½ -110,-6½ -107198 -115,-6½ -105198½ -105,-6½ -110198½ -110,-6½ -110198 -115,-6½ -110198½ -110,-6½ -110198½ -110,-6½ -107198 -115,2017-01-01
matchuplink,705706,6:00p,San AntonioAtlantaOptions,NBA TV216,-3½ -110204 -110,63.9%36.1%,-5 -100199½ -113,-5 -110199½ -110,-5 -105199 -110,-5 -105199½ -110,-5 -105199½ -105,-5 -105199 -110,-5 -115200 -115,-5 -105199 -110,-5 -110199½ -110,-5 -105199½ -110,2017-01-01
matchuplink,707708,7:00p,PortlandMinnesotaOptions,FS-N668,209 -110-8 -110,47.2%52.8%,208 -108-6 -109,208½ -117-6½ -103,208 -110-6 -115,208 -110-6 -110,208 -105-6 -105,208 -110-6 -110,209 -115-6 -110,208 -110-6 -115,208½ -110-6 -110,208 -110-6 -110,2017-01-01
matchuplink,709710,9:30p,TorontoL.A. LakersOptions,691TWC-SN,-7 -110215½ -110,55.1%44.9%,-8 -100218 -108,-8 -110218 -110,-8 -110218 -110,-8 -112218 -110,-8 -105217½ -105,-7½ -108218 -110,-8½ -110219 -115,-7½ -108218 -110,-8 -110218½ -110,-8 -112218 -110,2017-01-01
matchuplink,501502,5:00p,MemphisSacramentoOptions,698CSN-CA,196 -110-3 -110,57.6%42.4%,-2 +105195 -105,-1½ -108195½ -105,-2 -105195½ -110,-2 -105195½ -110,-1½ -105195½ -105,-2 -110195½ -110,-2 -115196 -110,-2 -105195½ -110,-2 -110195½ -110,-2 -105195½ -110,2016-12-31
matchuplink,503504,7:00p,ClevelandCharlotteOptions,649-1FS-SE,-3 -110213 -110,44.5%55.5%,-1 -103209½ -106,-1 -110210½ -110,PK -110209½ -110,-1 -108209½ -110,-1 -105209½ -105,PK -115209½ -110,-1½ -115211 -115,PK -110209½ -110,-1 -110210½ -110,-1 -108209½ -110,2016-12-31
matchuplink,505506,7:00p,MilwaukeeChicagoOptions,NBA TV216,201½ -110-3 -110,53.9%46.1%,203 -116-3½ -105,202½ -110-3 -110,202½ -110-3 -115,203 -110-3 -112,203 -105-3½ -105,202½ -110-3 -115,204 -115-3 -110,202½ -110-3 -115,204 -110-3 -110,203 -110-3 -112,2016-12-31
matchuplink,507508,8:00p,New YorkHoustonOptions,ROOT SPORTS674,222½ -110-9 -110,45.1%54.9%,224½ -110-12½ -103,224½ -110-12½ -110,224½ -110-12½ -110,224½ -110-12½ -110,224½ -105-12½ -105,224½ -110-12½ -110,224 -115-13 -105,224½ -110-12½ -110,224½ -110-12½ -110,224½ -110-12½ -110,2016-12-31
matchuplink,509510,8:00p,PhoenixUtahOptions,ROOT SPORTS687,206½ -110-10½ -110,50.7%49.3%,207 -108-11½ -103,207½ -110-11½ -110,207½ -110-11½ -105,207 -110-11½ -110,207 -105-11½ -105,207½ -110-11½ -105,207 -115-11½ -110,207½ -110-11½ -105,207½ -110-11½ -110,207 -110-11½ -110,2016-12-31
matchuplink,511512,8:00p,L.A. ClippersOklahoma CityOptions,FS-OK676-5,212½ -110-6½ -110,46.7%53.3%,210 -110-9 -103,209½ -110-9 -110,209½ -110-9 -115,209½ -110-9 -113,209½ -105-9 -105,209½ -110-9 -115,209 -115-9½ -110,209½ -110-9 -115,209½ -110-9½ -110,209½ -110-9 -113,2016-12-31
matchuplink,701702,4:00p,ChicagoIndianaOptions,FS-IN671-4,204½ -110-3½ -110,48.0%52.0%,202½ -113-4 -110,202½ -110-4 -110,202 -119-4 -105,202 -110-4 -105,202½ -105-4 -105,202½ -119-4½ -110,202 -115-4 -110,202 -119-4 -105,200½ -110-4 -110,202 -110-4 -105,2016-12-30
matchuplink,703704,7:00p,BrooklynWashingtonOptions,642CSN-DC,220½ -110-10 -110,93.7%6.3%,220 -110-7½ -104,220 -105-7½ -105,219½ -110-7½ -110,219½ -115-7 -114,220 -105-7½ -105,219½ -110-7½ -105,220 -115-7½ -110,219½ -110-7½ -110,220 -110-7½ -110,219½ -115-7 -114,2016-12-30
matchuplink,705706,7:30p,MiamiBostonOptions,630CSN-NE,203½ -110-9½ -110,49.5%50.5%,203 -110-9½ -102,203 -110-9½ -110,203½ -110-9½ -105,203½ -115-9½ -110,203 -105-9½ -105,203½ -110-9½ -110,203 -110-9½ -110,203½ -110-9½ -105,203 -110-9½ -110,203½ -115-9½ -110,2016-12-30
matchuplink,707708,8:00p,DetroitAtlantaOptions,649FS-SE,203 -110-4 -110,50.9%49.1%,199 -109-2½ -107,199½ -107-2½ -103,198½ -110-2½ -110,198½ -110-2 -115,199 -105-2½ -105,198½ -110-2½ -110,199 -110-3 -105,198½ -110-2½ -110,199½ -110-2½ -110,198½ -110-2 -115,2016-12-30
matchuplink,709710,8:00p,MilwaukeeMinnesotaOptions,NBA TV216,210 -110-2 -110,54.6%45.4%,209½ -112-1½ -107,209 -105-1 -105,209 -110-1½ -115,209 -110PK -115,209½ -105-1½ -105,209 -110-1½ -115,PK -110209 -110,209 -110-1½ -115,208½ -110-1½ -110,209 -110PK -115,2016-12-30
matchuplink,711712,8:00p,New YorkNew OrleansOptions,FS-NO676-4,211½ -110-2 -110,54.4%45.6%,215½ -111-3 -110,215½ -107-3½ -105,216 -110-3½ -110,215½ -115-3 -115,216 -105-3½ -105,216 -110-3½ -110,215 -115-3½ -105,216 -110-3½ -110,215½ -110-3½ -110,215½ -115-3 -115,2016-12-30
matchuplink,713714,8:00p,L.A. ClippersHoustonOptions,ROOT SPORTS674,218½ -110-5 -115,37.7%62.3%,217 -109-10½ -108,217½ -108-10½ -105,216½ -110-10½ -110,216½ -110-10½ -110,217 -105-10½ -105,216½ -110-10½ -110,217 -115-11 -110,216½ -110-10½ -110,217½ -110-10½ -110,216½ -110-10½ -110,2016-12-30
matchuplink,715716,8:30p,PortlandSan AntonioOptions,FS-SW676,207 -110-13 -107,45.3%54.7%,202½ -107-10 -100,202 -108-10 -105,202 -110-9½ -110,202½ -110-10 -110,202½ -105-10 -105,202 -110-10 -105,203 -110-10 -110,202 -110-9½ -110,202 -110-10 -110,202½ -110-10 -110,2016-12-30
matchuplink,717718,9:00p,PhiladelphiaDenverOptions,ALT681,212½ -110-12 -110,53.3%46.7%,213 -105-10½ +102,213½ -110-10 -110,213½ -110-9½ -110,213½ -110-10 -115,213½ -105-10 -105,213½ -110-9½ -110,213 -115-10 -110,213½ -110-9½ -110,213½ -110-10 -110,213½ -110-10 -115,2016-12-30
matchuplink,719720,10:30p,DallasGolden StateOptions,CSN-BA696,213 -110-18½ -110,39.4%60.6%,213½ -107-18½ -110,214 -110-18 -110,213½ -110-18½ -115,214 -115-18½ -130,213½ -105-19 -105,213½ -110-18½ -115,215 -110-18 -115,213½ -110-18½ -115,214 -110-18 -110,214 -115-18½ -130,2016-12-30
matchuplink,501502,7:00p,MiamiCharlotteOptions,649-1FS-SE,199 -110-6 -110,42.9%57.1%,204 -108-6 -107,205 -110-6 -110,203½ -110-6 -115,204½ -110-6 -110,204½ -105-6 -105,203½ -110-6 -115,204 -115-6½ -105,203½ -110-6 -115,204½ -110-6 -110,204½ -110-6 -110,2016-12-29
matchuplink,503504,8:00p,BostonClevelandOptions,TNT245,216½ -110-7½ -110,44.8%55.2%,217 -105-6½ -100,217 -107-6 -107,217 -110-6 -115,217 -110-6 -115,217 -105-6 -105,217 -110-6 -105,217 -110-6½ -105,217 -110-6 -115,217 -110-6 -110,217 -110-6 -115,2016-12-29
matchuplink,505506,8:00p,Oklahoma CityMemphisOptions,649-2FS-SE,199½ -110-1½ -110,53.0%47.0%,198 -113-1½ -100,197½ -110-1 -110,197½ -110-1 -110,197½ -110-1½ -105,197½ -105-1 -105,197½ -110-1 -110,197 -115-1 -105,197½ -110-1 -110,197½ -110-1 -110,197½ -110-1½ -105,2016-12-29
matchuplink,507508,9:00p,PhiladelphiaUtahOptions,ROOT SPORTS687,198 -110-12 -110,47.7%52.3%,196½ -108-14½ -104,196½ -110-14 -110,196½ -110-14½ -110,196½ -110-14½ -110,196½ -105-14½ -105,196½ -110-14½ -110,196 -115-14 -115,196½ -110-14½ -110,196 -110-14 -115,196½ -110-14½ -110,2016-12-29
