X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,date
matchuplink,519520,10:30p,San AntonioSacramentoOptions,FS-SW676,-7 -110198½ -110,56.9%43.1%,-5½ -105197½ -105,-5½ -110197½ -110,-5½ -110197½ -110,-5½ -113197½ -110,-6 -105197½ -105,-5½ -110197½ -110,-6 -110198 -110,-5½ -110197½ -110,-5½ -110197½ -110,-5½ -113197½ -110,2016-11-16
matchuplink,521522,10:30p,MemphisL.A. ClippersOptions,ESPN206,198 -110-11 -110,44.0%56.0%,202 -105-12½ -105,201 -110-12½ -110,201 -110-12½ -110,200½ -115-12½ -110,201½ -105-13 -105,201 -110-12½ -110,201 -115-13 -115,201 -110-12½ -110,201 -110-12½ -110,200½ -115-12½ -110,2016-11-16
matchuplink,701702,7:00p,TorontoClevelandOptions,NBA TV216,208 -110-6½ -110,49.9%50.1%,210½ -110-6 -107,210 -108-6 -103,210½ -110-6 -110,210 -110-6 -113,210½ -105-6 -105,210½ -110-6 -110,210 -110-6 -115,210½ -110-6 -110,210½ -110-6 -110,210 -110-6 -113,2016-11-15
matchuplink,703704,7:30p,AtlantaMiamiOptions,SUN653,-6½ -110198½ -110,57.8%42.2%,-6½ -109199 -106,-6½ -105199 -105,-6½ -115199 -110,-6½ -115199 -110,-7 -105199 -105,-6½ -115199 -110,-7 -110199 -110,-6½ -115199 -110,-6½ -115199 -110,-6½ -115199 -110,2016-11-15
matchuplink,705706,8:00p,CharlotteMinnesotaOptions,FS-N+668-2,-1½ -110206 -110,46.9%53.1%,-1 -103205 -108,-1 -105205½ -105,-1 -115205½ -110,-1 -113205 -115,-1 -105205½ -105,-1 -115205½ -110,-1 -110206 -115,-1 -115205½ -110,-1 -110205 -110,-1 -113205 -115,2016-11-15
matchuplink,707708,10:00p,ChicagoPortlandOptions,NBA TV216,211½ -110-5 -110,45.5%54.5%,210½ -113-4½ -104,210½ -110-4½ -110,210½ -110-4 -115,211 -130-4½ -110,210½ -105-4½ -105,210½ -110-4 -115,211 -110-4½ -110,210½ -110-4 -115,210½ -110-4½ -110,211 -130-4½ -110,2016-11-15
matchuplink,709710,10:30p,BrooklynL.A. LakersOptions,691TWC-SN,220½ -110-7 -110,46.8%53.2%,219½ -114-7 -114,219 -110-7 -110,219 -110-7 -115,219 -110-7 -115,219 -105-7½ -105,219 -110-7 -115,219 -110-7½ -110,219 -110-7 -115,219 -110-7 -115,219 -110-7 -115,2016-11-15
matchuplink,501502,7:00p,OrlandoIndianaOptions,FS-IN654,207 -110-6 -110,47.7%52.3%,206½ -111-8 -102,206½ -110-8 -110,206½ -110-8 -105,206½ -110-8 -105,207 -105-8 -105,206½ -110-8 -105,207 -115-8 -115,206½ -110-8 -105,206½ -110-8 -110,206½ -110-8 -105,2016-11-14
matchuplink,503504,7:30p,Oklahoma CityDetroitOptions,663FS-DET,200½ -110-1 -110,56.5%43.5%,-1 -101203 -115,-1 -103203 -105,-1 -110203½ -110,-1 -110203 -115,PK -105203 -105,-1 -110203 -110,-2 -110204 -115,-1 -110203 -110,-1 -110203 -110,-1 -110203 -115,2016-11-14
matchuplink,505506,7:30p,DallasNew YorkOptions,MSG634,204 -110-4½ -110,42.6%57.4%,202 -112-4 -104,202½ -110-4 -110,202 -110-4½ -105,202½ -110-4 -110,202½ -105-4 -105,202 -110-4½ -105,202 -110-4½ -110,202 -110-4½ -105,202 -110-4 -110,202½ -110-4 -110,2016-11-14
matchuplink,507508,8:00p,BostonNew OrleansOptions,FS-NO676-4,-4 -110211½ -110,58.5%41.5%,-3½ -105212 -106,-3½ -102212 -105,-3½ -105212 -110,-3½ -103212 -110,-3½ -105212 -105,-3½ -105212 -110,-4 -105212 -110,-3½ -105212 -110,-3½ -110212 -110,-3½ -103212 -110,2016-11-14
matchuplink,509510,8:00p,PhiladelphiaHoustonOptions,NBA TV216,216½ -110-10 -110,46.6%53.4%,215½ -105-11½ -108,215½ -105-11½ -101,216 -110-11 -115,215½ -115-11½ -110,216 -105-11½ -105,216 -110-11 -110,216 -110-11½ -115,216 -110-11 -115,216 -110-11 -110,215½ -115-11½ -110,2016-11-14
matchuplink,511512,8:30p,MiamiSan AntonioOptions,FS-SW676,192 -110-11 -110,49.2%50.8%,193½ -105-11 -105,193½ -105-11 -109,193½ -110-11 -110,193½ -110-11 -110,193½ -105-11 -105,193½ -110-11 -110,194 -110-11 -115,193½ -110-11 -110,193½ -110-11 -110,193½ -110-11 -110,2016-11-14
matchuplink,513514,9:00p,MemphisUtahOptions,ROOT SPORTS687,187 -110-6 -110,38.0%62.0%,190 -105-6 -113,189½ -105-6½ -102,189½ -110-6 -115,189½ -110-6 -115,190 -105-6½ -105,189½ -110-6 -115,189 -115-6 -110,189½ -110-6 -115,189½ -110-6 -110,189½ -110-6 -115,2016-11-14
matchuplink,515516,10:30p,BrooklynL.A. ClippersOptions,YESPRIME,209 -110-14 -110,50.4%49.6%,212½ -105-16½ -103,212 -110-16½ -110,212 -110-16½ -110,212½ -115-16½ -110,212½ -105-16½ -105,212 -110-16½ -110,212 -110-16½ -110,212 -110-16½ -110,212 -110-16½ -110,212½ -115-16½ -110,2016-11-14
matchuplink,701702,3:30p,CharlotteClevelandOptions,660FS-OH,206½ -110-8½ -110,51.1%48.9%,208 -108-7 -103,208 -110-7 -110,208 -110-7 -110,207 -125-7 -110,208½ -105-7 -105,208 -110-7 -110,208 -110-7½ -105,208 -110-7 -110,208 -110-7 -110,207 -125-7 -110,2016-11-13
matchuplink,703704,7:00p,L.A. LakersMinnesotaOptions,FS-N+668-2,212½ -110-4½ -110,55.6%44.4%,213½ -105-1 -110,-1 -112213½ -105,PK -110213½ -110,213½ -110PK -115,214 -105-1 -105,PK -110213½ -110,214 -115-1 -105,PK -110213½ -110,213½ -110-1 -110,213½ -110PK -115,2016-11-13
matchuplink,705706,7:00p,OrlandoOklahoma CityOptions,FS-OK676-5,201½ -110-8½ -110,40.6%59.4%,204 -113-9½ +102,204 -105-9½ -101,204 -110-9½ -105,204 -110-9½ -110,204 -105-9 -105,204 -110-9½ -110,204 -110-10 -105,204 -110-9½ -105,204 -110-9½ -110,204 -110-9½ -110,2016-11-13
matchuplink,707708,8:00p,PhoenixGolden StateOptions,CSN-BA696,230 -110-16 -110,43.5%56.5%,226 -108-16½ -108,226½ -105-16½ -105,226 -110-16½ -110,226 -110-16½ -110,226½ -105-16½ -105,226 -110-16½ -110,227 -115-17 -110,226 -110-16½ -110,226½ -110-16½ -110,226 -110-16½ -110,2016-11-13
matchuplink,709710,9:00p,DenverPortlandOptions,CSN-NW,216 -110-5 -110,45.3%54.7%,216½ -108-7½ -108,216½ -105-7½ -105,216½ -110-7½ -115,216½ -110-7½ -115,217 -105-8 +100,216½ -110-7½ -115,217 -110-7½ -115,216½ -110-7½ -115,216½ -110-7½ -110,216½ -110-7½ -115,2016-11-13
matchuplink,501502,7:00p,BostonIndianaOptions,630CSN-NE,216 -110-4 -110,62.0%38.0%,-1½ -106212½ -105,-1½ -103211½ -108,-1½ -110212 -110,-1½ -110211½ -110,-1½ -105212 -105,-2 -110211½ -110,-1½ -115212 -115,-1½ -110212 -110,-1½ -110211½ -110,-1½ -110211½ -110,2016-11-12
matchuplink,503504,7:00p,L.A. LakersNew OrleansOptions,FS-NO676-4,211½ -110-1½ -110,57.7%42.3%,217½ -113-1 -101,-1 +102217 -108,PK -11553 -110,-1 -107216 -120,-1 -105217 -105,217½ -110PK -115,-1 -110217 -110,PK -110217 -110,217 -110-1 -110,-1 -107216 -120,2016-11-12
matchuplink,505506,7:30p,New YorkTorontoOptions,MSG634,207 -110-8 -110,44.8%55.2%,208½ -105-7½ -104,208½ -105-7½ -105,208½ -110-7½ -110,208½ -115-7½ -105,209 -105-7½ -105,208½ -110-7½ -110,208 -115-7½ -110,208½ -110-7½ -110,208 -110-7½ -110,208½ -115-7½ -105,2016-11-12
matchuplink,507508,7:30p,PhiladelphiaAtlantaOptions,649FS-SE,206 -110-13½ -110,50.6%49.4%,206½ -108-15 -105,206½ -108-15 -105,207 -110-15 -110,207½ -117-14½ -115,206½ -105-15 -105,207 -110-15 -110,207 -110-15 -110,207 -110-15 -110,207 -110-15 -110,207½ -117-14½ -115,2016-11-12
matchuplink,509510,8:00p,San AntonioHoustonOptions,ROOT SPORTS674,-3½ -110209 -110,61.0%39.0%,-2 -105208 -113,-1½ -108208½ -105,-1½ -110208½ -110,-1½ -115208 -115,-1½ -105209 -105,-1½ -110208½ -110,-2 -110209 -115,-1½ -110208½ -110,-1½ -110208½ -110,-1½ -115208 -115,2016-11-12
matchuplink,511512,8:00p,L.A. ClippersMinnesotaOptions,FS-N668,-5½ -110204 -110,54.4%45.6%,-5 -103209 -105,-5½ -102209 -107,-5½ -105209 -110,-5½ -110208 -125,-5½ -105209½ -105,-5½ -110209 -110,-5½ -110208 -110,-5½ -105209 -110,-5 -115209 -110,-5½ -110208 -125,2016-11-12
matchuplink,513514,8:00p,WashingtonChicagoOptions,WGN307,203½ -110-9 -110,12.5%87.5%,200 -110-10 -103,199½ -105-10 -105,199½ -110-10 -110,199 -115-10 -105,199½ -105-10 -105,199½ -110-10 -110,200 -115-10 -110,199½ -110-10 -110,199½ -110-10 -110,199 -115-10 -105,2016-11-12
matchuplink,515516,8:00p,UtahMiamiOptions,SUN653,-2½ -110187½ -110,52.5%47.5%,-1½ -108186 -113,-1½ -102186½ -105,-1 -115186½ -110,-1½ -105187 -120,-1 -105186½ -105,-1 -115186½ -110,-1½ -115187 -115,-1 -115186½ -110,-1½ -110187 -110,-1½ -105187 -120,2016-11-12
matchuplink,517518,8:30p,MemphisMilwaukeeOptions,FS-WI668-1,203 -110-2 -110,43.7%56.3%,202 -108-3 +102,201½ -108-2½ -105,201½ -110-2½ -110,201½ -110-3 -105,202 -105-2½ -105,201½ -110-2½ -110,202 -110-3 -110,201½ -110-2½ -110,202 -110-3 -110,201½ -110-3 -105,2016-11-12
matchuplink,519520,9:00p,BrooklynPhoenixOptions,YES631,215½ -110-6 -110,49.5%50.5%,218 -110-5½ -107,218 -107-5 -105,218½ -110-5 -115,218½ -115-5 -110,217½ -105-5½ -105,218½ -110-5 -115,219 -110-5 -110,218½ -110-5 -115,218 -110-5 -110,218½ -115-5 -110,2016-11-12
matchuplink,521522,9:00p,DetroitDenverOptions,NBA TV216,202½ -110-3½ -110,49.8%50.2%,202½ -113-5½ -105,203½ -108-5½ -105,203 -110-5½ -110,203 -110-5½ -110,203½ -105-5½ -105,203 -110-5½ -110,203 -110-5 -110,203 -110-5½ -110,202½ -110-5½ -110,203 -110-5½ -110,2016-11-12
matchuplink,701702,7:00p,IndianaPhiladelphiaOptions,CSN-PH,-5 -110212½ -110,57.4%42.6%,-5½ -105212½ -108,-5½ -110213 -110,-5½ -110213 -110,-5 -115212½ -115,-5½ -105213 -105,-5½ -110213 -110,-5½ -110213 -115,-5 -115213 -110,-5½ -110213 -110,-5 -115212½ -115,2016-11-11
matchuplink,703704,7:00p,UtahOrlandoOptions,654FS-FL,-4 -110192 -110,59.9%40.1%,-5 -100191 -108,-4½ -110191 -110,-4½ -110190½ -110,-5 -105191 -110,-4½ -105191 -105,-4½ -110190½ -110,-5 -110191 -110,-5 -105190½ -110,-4½ -110191 -110,-5 -105191 -110,2016-11-11
matchuplink,705706,7:00p,ClevelandWashingtonOptions,642CSN-DC,-6½ -110208½ -110,59.1%40.9%,-7½ -105211 -113,-7½ -110211½ -110,-7½ -110211½ -110,-7½ -110211½ -110,-7½ -105211½ -105,-7½ -110211½ -110,-8 -110211 -110,-7½ -110211½ -110,-7½ -110211½ -110,-7½ -110211½ -110,2016-11-11
matchuplink,707708,7:00p,TorontoCharlotteOptions,649-1FS-SE,198 -110-3 -110,53.4%46.6%,-1 -105203½ -110,PK -110203 -110,PK -110203 -110,PK -110203 -110,PK -105203½ -105,PK -110203 -110,PK -115204 -110,PK -110204 -110,PK -110203 -110,PK -110203 -110,2016-11-11
matchuplink,709710,7:30p,New YorkBostonOptions,630CSN-NE,216½ -110-6 -110,49.1%50.9%,215 -108-5 -101,215 -105-5 -107,215 -110-4½ -110,215 -110-5 -105,215 -105-4½ -105,215 -110-4½ -115,215 -110-4½ -110,215 -110-4½ -110,215 -110-5 -105,215 -110-5 -105,2016-11-11
matchuplink,711712,8:00p,L.A. ClippersOklahoma CityOptions,NBA TV216,-2 -110202 -110,54.6%45.4%,-4½ -103206½ -113,-5 -101206 -109,-5 -110206 -110,-5 -105206 -110,-5 -105206½ -105,-5 -110206 -110,-5 -115207 -115,-5 -110206 -110,-5 -110206½ -110,-5 -105206 -110,2016-11-11
matchuplink,713714,8:30p,DetroitSan AntonioOptions,FS-SW676,196 -110-10½ -110,38.5%61.5%,194½ -107-9 -104,194½ -105-9 -105,194½ -110-8½ -115,194 -110-9 -110,194½ -105-9 -105,194 -110-9 -110,194 -110-9 -115,194½ -110-8½ -115,194 -115-9 -110,194 -110-9 -110,2016-11-11
matchuplink,715716,10:00p,SacramentoPortlandOptions,CSN-NW,210 -110-6 -115,39.5%60.5%,208 -110-7 +102,208 -105-7 -105,208 -110-7 -105,208 -110-7 -110,208½ -105-7 -105,208½ -110-7 -110,209 -110-7 -115,208 -110-7 -105,208 -110-7 -110,208 -110-7 -110,2016-11-11
matchuplink,501502,8:00p,New OrleansMilwaukeeOptions,FS-WI668-1,209 -110-6½ -110,46.1%53.9%,207 -110-5½ -100,207 -110-5½ -110,206½ -121-5 -110,207½ -115-5½ -110,207 -105-5 -105,207 -110-5½ -110,208 -115-5½ -110,206½ -121-5 -110,207 -110-5 -110,207½ -115-5½ -110,2016-11-10
matchuplink,503504,8:00p,ChicagoMiamiOptions,TNT245,PK -110198½ -110,56.5%43.5%,201 -106-1½ -105,201 -110-1 -110,201 -110-1 -110,201 -110-1 -110,201 -105-1 -105,201 -110-1 -105,-1 -105202 -115,201 -110-1 -110,201 -115-1 -110,201 -110-1 -110,2016-11-10
matchuplink,505506,9:00p,Golden StateDenverOptions,ALT681,-5 -110220½ -110,58.3%41.7%,-6½ -110222½ -107,-6½ -107222½ -107,-6½ -110223 -110,-7 -111222½ -110,-7 -105223 -105,-6½ -115223 -110,-7 -110223 -115,-6½ -110223 -110,-6½ -110222½ -110,-7 -111222½ -110,2016-11-10
matchuplink,507508,10:30p,L.A. LakersSacramentoOptions,TNT245,209½ -110-3½ -110,52.0%48.0%,211 -105-5½ -100,211½ -110-5½ -110,211 -110-5½ -105,211½ -110-5½ -105,211½ -105-5½ -105,211 -110-5½ -105,212 -110-5½ -105,211 -110-5½ -105,212 -110-5½ -110,211½ -110-5½ -105,2016-11-10
matchuplink,701702,7:00p,MinnesotaOrlandoOptions,654FS-FL,199½ -110-2 -110,48.5%51.5%,201 -106-2½ -107,201 -110-2½ -110,201 -110-2½ -110,201 -110-2½ -115,201 -105-3 -105,201 -110-2½ -110,202 -110-3 -105,201 -110-2½ -110,201 -110-2½ -110,201 -110-2½ -115,2016-11-09
matchuplink,703704,7:00p,BrooklynNew YorkOptions,ESPN206,212½ -110-8 -115,54.3%45.7%,215½ -113-8 +102,215½ -110-8 -110,214½ -110-8 -105,215 -110-8 -105,214½ -105-8 -105,214½ -110-8 -110,215 -115-8 -105,214½ -110-8 -105,215 -110-8 -105,215 -110-8 -105,2016-11-09
matchuplink,705706,7:00p,BostonWashingtonOptions,642CSN-DC,-1½ -115215 -110,54.0%46.0%,212½ -110-1½ -110,212 -110-1½ -110,212 -110-1½ -110,212 -110-1 -115,212½ -105-1½ -105,212 -110-1½ -110,-1 -105213 -115,212 -110-1½ -110,212 -110-1½ -110,212 -110-1 -115,2016-11-09
matchuplink,707708,7:00p,UtahCharlotteOptions,ROOT SPORTS687,193½ -110-2 -110,44.6%55.4%,193 -108-3 -110,193 -110-3 -110,192½ -110-3 -115,193 -115-3 -110,193 -105-3½ -105,192½ -110-3 -115,193 -110-3 -110,192½ -110-3 -115,192½ -110-3 -110,193 -115-3 -110,2016-11-09
matchuplink,709710,7:00p,PhiladelphiaIndianaOptions,FS-IN671-4,208½ -110-12½ -110,49.0%51.0%,212½ -110-11½ -103,212½ -110-11½ -110,212½ -110-11½ -110,212 -115-11½ -110,212 -105-11½ -105,212½ -110-12 -110,212 -115-11½ -110,212½ -110-11½ -110,212½ -110-11½ -110,212 -115-11½ -110,2016-11-09
matchuplink,711712,7:30p,ChicagoAtlantaOptions,665CSN-CH,203½ -110-4 -110,53.6%46.4%,202½ -108-3½ -107,203 -110-3½ -110,203 -110-3½ -105,202½ -110-3½ -110,203 -105-3½ -105,203 -110-3½ -110,203 -110-3 -115,203 -110-3½ -105,202½ -110-3½ -110,202½ -110-3½ -110,2016-11-09
matchuplink,713714,8:00p,TorontoOklahoma CityOptions,FS-OK676-5,202 -113-3½ -110,46.9%53.1%,203½ -108-3 -105,203½ -105-3½ -105,203½ -110-3½ -105,204 -110-3½ -110,204 -105-3 -105,204 -110-3½ -105,204 -115-4 -110,203½ -110-3½ -105,203½ -110-3½ -110,204 -110-3½ -110,2016-11-09
matchuplink,715716,9:00p,DetroitPhoenixOptions,663686,205½ -110-1 -110,59.5%40.5%,-4½ -108205½ -112,-4½ -110206 -110,-4½ -115206 -110,-4½ -115206 -110,-5 -105206 -105,-4½ -115206 -110,-4½ -110206 -115,-4½ -115206 -110,-4½ -110206 -110,-4½ -115206 -110,2016-11-09
matchuplink,717718,9:30p,HoustonSan AntonioOptions,ESPN206,210½ -110-7½ -110,44.5%55.5%,211½ -108-8½ -107,211½ -110-8½ -110,211½ -110-8½ -110,211½ -110-8½ -110,211½ -105-9 -105,211½ -110-8½ -110,212 -115-9 -110,211½ -110-8½ -110,211½ -110-8½ -115,211½ -110-8½ -110,2016-11-09
matchuplink,719720,10:30p,PortlandL.A. ClippersOptions,PRIME693,205 -110-8½ -110,50.2%49.8%,211 -108-11 -102,211 -110-11 -110,211 -110-11½ -110,210½ -115-11 -110,211 -105-11 -105,211½ -110-11½ -110,211 -110-10½ -115,211 -110-11½ -110,211 -110-11 -110,210½ -115-11 -110,2016-11-09
matchuplink,721722,10:30p,DallasGolden StateOptions,CSN-BA696,210½ -110-16 -110,48.0%52.0%,206 -105-18 -107,206 -110-18 -110,206½ -110-18½ -110,206 -110-18 -110,206½ -105-18½ -105,206½ -110-18½ -110,207 -115-18½ -110,206½ -110-18½ -110,206 -110-18½ -110,206 -110-18 -110,2016-11-09
matchuplink,501502,7:00p,AtlantaClevelandOptions,NBA TV216,209½ -110-9 -110,48.3%51.7%,208 -108-7½ -113,207½ -110-7½ -110,207½ -110-7½ -115,208 -110-7½ -110,208 -105-7½ -105,207½ -110-7 -115,208 -110-8 -105,207½ -110-7½ -115,207½ -110-7½ -110,208 -110-7½ -110,2016-11-08
matchuplink,503504,7:30p,MinnesotaBrooklynOptions,YES634,-4½ -110206 -110,54.3%45.7%,-4½ -105209½ -113,-4 -110209½ -110,-4 -115209½ -110,-4 -115209½ -110,-4½ -105209½ -105,-4 -115209½ -110,-4½ -115209 -115,-4 -115209½ -110,-4 -115209½ -110,-4 -115209½ -110,2016-11-08
matchuplink,505506,8:00p,DenverMemphisOptions,649-2FS-SE,201 -110-2 -110,45.2%54.8%,202 -106-4 -105,202 -107-3½ -107,201½ -110-3½ -115,202½ -110-4 -105,202½ -105-3½ -105,201½ -110-3½ -115,202 -110-4 -105,201½ -110-3½ -115,202 -110-3½ -110,202½ -110-4 -105,2016-11-08
matchuplink,507508,10:00p,PhoenixPortlandOptions,CSN-NW,215½ -110-8½ -110,47.9%52.1%,219½ -109-8½ -103,219 -105-8½ -101,219 -110-8½ -105,219½ -110-8½ -110,219 -105-8½ -105,219 -110-8½ -110,219 -115-8½ -110,219 -110-8½ -105,219 -110-8½ -110,219½ -110-8½ -110,2016-11-08
matchuplink,509510,10:30p,New OrleansSacramentoOptions,NBA TV216,206 -110-5½ -110,49.2%50.8%,205 -111-6½ -104,205 -110-6½ -110,204½ -110-6½ -110,205 -115-6½ -110,204½ -105-6½ -105,205 -110-6½ -110,205 -115-6½ -115,204½ -110-6½ -110,205 -110-6½ -110,205 -115-6½ -110,2016-11-08
matchuplink,511512,10:30p,DallasL.A. LakersOptions,691TWC-SN,205½ -110-4½ -110,39.5%60.5%,203 -110-4½ +103,203 -110-4 -110,202½ -110-4 -105,203 -115-4½ -105,203½ -105-4 -105,203 -110-4 -110,204 -115-5 -105,202½ -110-4 -105,203 -110-4 -110,203 -115-4½ -105,2016-11-08
matchuplink,701702,7:00p,IndianaCharlotteOptions,649-1FS-SE,209½ -110-3½ -110,45.2%54.8%,206 -110-2½ -105,205½ -110-3 -110,205 -110-2½ -115,206 -120-3 -105,205½ -105-3 -105,205 -110-2½ -115,206 -110-3 -115,205 -110-2½ -115,205½ -110-3 -110,206 -120-3 -105,2016-11-07
matchuplink,703704,7:00p,HoustonWashingtonOptions,642CSN-DC,-1 -110224½ -110,51.5%48.5%,219 -110-1 -102,218 -110-1 -110,PK -110220½ -110,217½ -125-1 -110,219 -105-1 -105,PK -110220½ -110,217 -115PK -115,PK -110220½ -110,218 -110-1 -105,217½ -125-1 -110,2016-11-07
matchuplink,705706,7:00p,UtahPhiladelphiaOptions,NBA TV216,-7 -110192 -110,44.5%55.5%,-5 -102189½ -105,-4½ -110189 -110,-5 -110189 -122,-5 -105190 -120,-4½ -105189 -105,-5 -110189½ -110,-5 -105190 -110,-5 -110189 -122,-4½ -110188½ -110,-5 -105190 -120,2016-11-07
matchuplink,707708,8:00p,MiamiOklahoma CityOptions,FS-OK676-5,201 -110-7 -110,44.1%55.9%,203 -108-5½ -105,203 -110-5½ -110,203 -110-5½ -110,203 -110-5½ -115,203 -105-5½ -105,203 -110-5½ -105,203 -110-6 -105,203 -110-5½ -110,203 -110-5½ -110,203 -110-5½ -115,2016-11-07
matchuplink,709710,8:00p,OrlandoChicagoOptions,WGN307,205½ -110-7½ -110,46.9%53.1%,199 -108-6½ -110,199 -110-6½ -110,198½ -110-7 -110,198½ -110-6½ -115,199 -105-7 -105,198½ -110-7 -110,200 -115-7 -110,198½ -110-6½ -110,199 -110-6½ -115,198½ -110-6½ -115,2016-11-07
matchuplink,711712,10:30p,DetroitL.A. ClippersOptions,PRIME693,198½ -110-8½ -110,53.3%46.7%,197 -109-8½ -100,197 -110-8½ -110,196½ -110-8 -110,197½ -115-8½ -105,196½ -105-8 -105,196½ -110-8 -110,197 -110-9 -105,196½ -110-8 -110,197 -110-8½ -110,197½ -115-8½ -105,2016-11-07
matchuplink,713714,10:30p,New OrleansGolden StateOptions,CSN-BA696,225½ -110-16½ -110,49.2%50.8%,221 -110-17 -105,221 -110-16½ -110,220½ -110-16½ -110,220½ -110-16½ -110,221 -105-16½ -105,221 -110-16½ -111,221 -115-17 -110,220½ -110-16½ -110,220½ -110-16½ -110,220½ -110-16½ -110,2016-11-07
matchuplink,501502,12:00p,UtahNew YorkOptions,MSG634,191½ -110-1 -110,52.6%47.4%,-2½ -100193½ -106,-2½ -110193 -110,-2½ -110193 -110,-2½ -105193½ -110,-2½ -105193 -105,-2½ -110193 -110,-2½ -110193 -110,-2½ -110193 -110,-2½ -110193½ -110,-2½ -105193½ -110,2016-11-06
matchuplink,503504,3:30p,PortlandMemphisOptions,649-2FS-SE,-1 -110205½ -110,48.5%51.5%,204 -108-1 -101,204 -110-1 -110,204 -110-1 -110,204 -110-1 -110,204½ -105-1 -105,204 -110-1 -110,PK -110204 -115,204 -110-1 -110,204 -110-1 -110,204 -110-1 -110,2016-11-06
matchuplink,505506,6:00p,SacramentoTorontoOptions,CSN-BA698,200½ -110-9½ -110,47.8%52.2%,197½ -107-7 -110,198 -110-7 -110,197½ -110-7 -110,197½ -110-7½ -105,198 -105-7½ -105,197½ -110-7 -110,198 -110-7½ -105,197½ -110-7 -110,197½ -110-7 -110,197½ -110-7½ -105,2016-11-06
matchuplink,507508,7:00p,MilwaukeeDallasOptions,NBA TV216,201½ -110-2½ -110,45.2%54.8%,199 -106-3 -105,199 -105-2½ -108,199 -110-2½ -115,199 -110-3 -115,199 -105-3 -105,199 -110-2½ -115,200 -115-2½ -110,199 -110-2½ -115,199 -110-2½ -115,199 -110-3 -115,2016-11-06
matchuplink,509510,7:30p,DenverBostonOptions,630CSN-NE,210½ -110-8 -110,47.3%52.7%,212½ -110-7 +102,212½ -110-7 -110,212½ -110-7 -110,212½ -115-7 -110,213 -105-6½ -105,212½ -110-7 -110,212 -115-7½ -110,212½ -110-7 -110,212 -110-7 -110,212½ -115-7 -110,2016-11-06
matchuplink,511512,9:30p,PhoenixL.A. LakersOptions,691TWC-SN,218 -110-2½ -110,46.0%54.0%,216 -105-4 -105,216½ -110-4 -110,216½ -110-4 -110,216 -115-4 -110,217 -105-4 -105,216½ -110-4 -110,217 -115-4½ -110,216½ -110-4 -110,216½ -110-4 -110,216 -115-4 -110,2016-11-06
matchuplink,701702,5:00p,MinnesotaOklahoma CityOptions,FS-OK676-5,207½ -110-6½ -110,45.9%54.1%,209½ -110-5 -100,209½ -105-4½ -108,209½ -110-4½ -115,210 -115-4½ -115,209½ -105-4½ -105,209½ -110-4½ -115,210 -115-5 -110,209½ -110-4½ -115,209 -110-4½ -115,210 -115-4½ -115,2016-11-05
matchuplink,703704,6:00p,DenverDetroitOptions,663FS-DET,202 -110-4 -110,46.7%53.3%,201 -106-4½ -103,201 -110-4½ -110,200 -110-4½ -110,200 -115-4½ -107,200½ -105-4½ -105,200 -110-4½ -110,200 -110-4½ -110,200 -110-4½ -110,200½ -110-4½ -110,200 -115-4½ -107,2016-11-05
matchuplink,705706,6:00p,ClevelandPhiladelphiaOptions,660CSN-PH,-12 -110203½ -110,51.3%48.7%,-12½ -100209 -105,-12 -110210 -110,-12 -110209½ -110,-12½ -105209 -115,-12 -105209½ -105,-12 -110209½ -110,-12½ -110209 -110,-12 -110209½ -110,-12 -110210 -110,-12½ -105209 -115,2016-11-05
matchuplink,707708,6:00p,WashingtonOrlandoOptions,654FS-FL,205½ -110-2 -110,52.8%47.2%,201 -106-6½ -103,201 -110-6½ -110,201 -110-6½ -110,201 -110-6 -115,201 -105-6½ -105,201 -110-6½ -110,202 -110-6½ -110,201 -110-6½ -110,201 -110-6½ -110,201 -110-6 -115,2016-11-05
matchuplink,709710,6:00p,ChicagoIndianaOptions,665FS-IN,212½ -110-3 -110,44.9%55.1%,209½ -106-3½ -107,209½ -110-3½ -110,209½ -110-3½ -110,210 -115-3½ -110,210 -105-3½ -105,209½ -110-3½ -110,210 -110-3½ -110,209½ -110-3½ -110,210 -110-3½ -110,210 -115-3½ -110,2016-11-05
matchuplink,711712,6:30p,HoustonAtlantaOptions,ROOT SPORTS649,219 -110-3½ -110,53.2%46.8%,217½ -108-3 -113,218 -105-3½ -101,218½ -110-3 -115,217½ -115-3 -123,218 -105-3½ -105,218½ -110-3 -115,218 -110-3 -115,218½ -110-3 -115,218 -110-3 -115,217½ -115-3 -123,2016-11-05
matchuplink,713714,7:00p,SacramentoMilwaukeeOptions,FS-WI668-1,204 -110-4 -110,44.9%55.1%,202½ -105-3½ -107,202½ -105-3½ -103,202 -110-3½ -110,202 -115-3½ -110,202½ -105-3½ -105,202 -110-3½ -110,202 -115-3½ -115,202 -110-3½ -110,202½ -110-3½ -110,202 -115-3½ -110,2016-11-05
matchuplink,715716,7:30p,L.A. ClippersSan AntonioOptions,NBA TV216,197 -110-6½ -110,42.4%57.6%,197½ -114-4½ -107,197½ -108-4½ -107,198 -110-4½ -110,197½ -110-5 -105,198 -105-4½ -105,198 -110-4½ -110,196 -115-5½ -105,198 -110-4½ -110,197 -110-4½ -110,197½ -110-5 -105,2016-11-05
